Time_Index,NG,None
373,4.9815,0.0
374,4.9815,0.0
375,4.9815,0.0
376,4.9815,0.0
377,4.9815,0.0
378,4.9815,0.0
379,4.9815,0.0
380,4.9815,0.0
381,4.9815,0.0
382,4.9815,0.0
383,4.9815,0.0
384,4.9815,0.0
385,4.9815,0.0
386,4.9815,0.0
387,4.9815,0.0
388,4.9815,0.0
389,4.9815,0.0
390,4.9815,0.0
391,4.9815,0.0
392,4.9815,0.0
393,4.9815,0.0
394,4.9815,0.0
395,4.9815,0.0
396,4.9815,0.0
397,4.9815,0.0
398,4.9815,0.0
399,4.9815,0.0
400,4.9815,0.0
401,4.9815,0.0
402,4.9815,0.0
403,4.9815,0.0
404,4.9815,0.0
405,4.9815,0.0
406,4.9815,0.0
407,4.9815,0.0
408,4.9815,0.0
409,4.9815,0.0
410,4.9815,0.0
411,4.9815,0.0
412,4.9815,0.0
413,4.9815,0.0
414,4.9815,0.0
415,4.9815,0.0
416,4.9815,0.0
417,4.9815,0.0
418,4.9815,0.0
419,4.9815,0.0
420,4.9815,0.0
421,4.9815,0.0
422,4.9815,0.0
423,4.9815,0.0
424,4.9815,0.0
425,4.9815,0.0
426,4.9815,0.0
427,4.9815,0.0
428,4.9815,0.0
429,4.9815,0.0
430,4.9815,0.0
431,4.9815,0.0
432,4.9815,0.0
433,4.9815,0.0
434,4.9815,0.0
435,4.9815,0.0
436,4.9815,0.0
437,4.9815,0.0
438,4.9815,0.0
439,4.9815,0.0
440,4.9815,0.0
441,4.9815,0.0
442,4.9815,0.0
443,4.9815,0.0
444,4.9815,0.0
445,4.9815,0.0
446,4.9815,0.0
447,4.9815,0.0
448,4.9815,0.0
449,4.9815,0.0
450,4.9815,0.0
451,4.9815,0.0
452,4.9815,0.0
453,4.9815,0.0
454,4.9815,0.0
455,4.9815,0.0
456,4.9815,0.0
457,4.9815,0.0
458,4.9815,0.0
459,4.9815,0.0
460,4.9815,0.0
461,4.9815,0.0
462,4.9815,0.0
463,4.9815,0.0
464,4.9815,0.0
465,4.9815,0.0
466,4.9815,0.0
467,4.9815,0.0
468,4.9815,0.0
469,4.9815,0.0
470,4.9815,0.0
471,4.9815,0.0
472,4.9815,0.0
473,4.9815,0.0
474,4.9815,0.0
475,4.9815,0.0
476,4.9815,0.0
477,4.9815,0.0
478,4.9815,0.0
479,4.9815,0.0
480,4.9815,0.0
481,4.9815,0.0
482,4.9815,0.0
483,4.9815,0.0
484,4.9815,0.0
485,4.9815,0.0
486,4.9815,0.0
487,4.9815,0.0
488,4.9815,0.0
489,4.9815,0.0
490,4.9815,0.0
491,4.9815,0.0
492,4.9815,0.0
493,4.9815,0.0
494,4.9815,0.0
495,4.9815,0.0
496,4.9815,0.0
497,4.9815,0.0
498,4.9815,0.0
499,4.9815,0.0
500,4.9815,0.0
501,4.9815,0.0
502,4.9815,0.0
503,4.9815,0.0
504,4.9815,0.0
505,4.293,0.0
506,4.293,0.0
507,4.293,0.0
508,4.293,0.0
509,4.293,0.0
510,4.293,0.0
511,4.293,0.0
512,4.293,0.0
513,4.293,0.0
514,4.293,0.0
515,4.293,0.0
516,4.293,0.0
517,4.293,0.0
518,4.293,0.0
519,4.293,0.0
520,4.293,0.0
521,4.293,0.0
522,4.293,0.0
523,4.293,0.0
524,4.293,0.0
525,4.293,0.0
526,4.293,0.0
527,4.293,0.0
528,4.293,0.0
529,4.293,0.0
530,4.293,0.0
531,4.293,0.0
532,4.293,0.0
533,4.293,0.0
534,4.293,0.0
535,4.293,0.0
536,4.293,0.0
537,4.293,0.0
538,4.293,0.0
539,4.293,0.0
540,4.293,0.0
541,4.293,0.0
542,4.293,0.0
543,4.293,0.0
544,4.293,0.0
545,4.293,0.0
546,4.293,0.0
547,4.293,0.0
548,4.293,0.0
549,4.293,0.0
550,4.293,0.0
551,4.293,0.0
552,4.293,0.0
553,4.293,0.0
554,4.293,0.0
555,4.293,0.0
556,4.293,0.0
557,4.293,0.0
558,4.293,0.0
559,4.293,0.0
560,4.293,0.0
561,4.293,0.0
562,4.293,0.0
563,4.293,0.0
564,4.293,0.0
565,4.293,0.0
566,4.293,0.0
567,4.293,0.0
568,4.293,0.0
569,4.293,0.0
570,4.293,0.0
571,4.293,0.0
572,4.293,0.0
573,4.293,0.0
574,4.293,0.0
575,4.293,0.0
576,4.293,0.0
577,4.293,0.0
578,4.293,0.0
579,4.293,0.0
580,4.293,0.0
581,4.293,0.0
582,4.293,0.0
583,4.293,0.0
584,4.293,0.0
585,4.293,0.0
586,4.293,0.0
587,4.293,0.0
588,4.293,0.0
589,4.293,0.0
590,4.293,0.0
591,4.293,0.0
592,4.293,0.0
593,4.293,0.0
594,4.293,0.0
595,4.293,0.0
596,4.293,0.0
597,4.293,0.0
598,4.293,0.0
599,4.293,0.0
600,4.293,0.0
601,4.293,0.0
602,4.293,0.0
603,4.293,0.0
604,4.293,0.0
605,4.293,0.0
606,4.293,0.0
607,4.293,0.0
608,4.293,0.0
609,4.293,0.0
610,4.293,0.0
611,4.293,0.0
612,4.293,0.0
613,4.293,0.0
614,4.293,0.0
615,4.293,0.0
616,4.293,0.0
617,4.293,0.0
618,4.293,0.0
619,4.293,0.0
620,4.293,0.0
621,4.293,0.0
622,4.293,0.0
623,4.293,0.0
624,4.293,0.0
625,4.293,0.0
626,4.293,0.0
627,4.293,0.0
628,4.293,0.0
629,4.293,0.0
630,4.293,0.0
631,4.293,0.0
632,4.293,0.0
633,4.293,0.0
634,4.293,0.0
635,4.293,0.0
636,4.293,0.0
637,4.293,0.0
638,4.293,0.0
639,4.293,0.0
640,4.293,0.0
641,4.293,0.0
642,4.293,0.0
643,4.293,0.0
644,4.293,0.0
645,4.293,0.0
646,4.293,0.0
647,4.293,0.0
648,4.293,0.0
649,4.293,0.0
650,4.293,0.0
651,4.293,0.0
652,4.293,0.0
653,4.293,0.0
654,4.293,0.0
655,4.293,0.0
656,4.293,0.0
657,4.293,0.0
658,4.293,0.0
659,4.293,0.0
660,4.293,0.0
661,4.293,0.0
662,4.293,0.0
663,4.293,0.0
664,4.293,0.0
665,4.293,0.0
666,4.293,0.0
667,4.293,0.0
668,4.293,0.0
669,4.293,0.0
670,4.293,0.0
671,4.293,0.0
672,4.293,0.0
673,3.0105,0.0
674,3.0105,0.0
675,3.0105,0.0
676,3.0105,0.0
677,3.0105,0.0
678,3.0105,0.0
679,3.0105,0.0
680,3.0105,0.0
681,3.0105,0.0
682,3.0105,0.0
683,3.0105,0.0
684,3.0105,0.0
685,3.0105,0.0
686,3.0105,0.0
687,3.0105,0.0
688,3.0105,0.0
689,3.0105,0.0
690,3.0105,0.0
691,3.0105,0.0
692,3.0105,0.0
693,3.0105,0.0
694,3.0105,0.0
695,3.0105,0.0
696,3.0105,0.0
697,3.0105,0.0
698,3.0105,0.0
699,3.0105,0.0
700,3.0105,0.0
701,3.0105,0.0
702,3.0105,0.0
703,3.0105,0.0
704,3.0105,0.0
705,3.0105,0.0
706,3.0105,0.0
707,3.0105,0.0
708,3.0105,0.0
709,3.0105,0.0
710,3.0105,0.0
711,3.0105,0.0
712,3.0105,0.0
713,3.0105,0.0
714,3.0105,0.0
715,3.0105,0.0
716,3.0105,0.0
717,3.0105,0.0
718,3.0105,0.0
719,3.0105,0.0
720,3.0105,0.0
721,3.0105,0.0
722,3.0105,0.0
723,3.0105,0.0
724,3.0105,0.0
725,3.0105,0.0
726,3.0105,0.0
727,3.0105,0.0
728,3.0105,0.0
729,3.0105,0.0
730,3.0105,0.0
731,3.0105,0.0
732,3.0105,0.0
733,3.0105,0.0
734,3.0105,0.0
735,3.0105,0.0
736,3.0105,0.0
737,3.0105,0.0
738,3.0105,0.0
739,3.0105,0.0
740,3.0105,0.0
741,3.0105,0.0
742,3.0105,0.0
743,3.0105,0.0
744,3.0105,0.0
745,3.0105,0.0
746,3.0105,0.0
747,3.0105,0.0
748,3.0105,0.0
749,3.0105,0.0
750,3.0105,0.0
751,3.0105,0.0
752,3.0105,0.0
753,3.0105,0.0
754,3.0105,0.0
755,3.0105,0.0
756,3.0105,0.0
757,3.0105,0.0
758,3.0105,0.0
759,3.0105,0.0
760,3.0105,0.0
761,3.0105,0.0
762,3.0105,0.0
763,3.0105,0.0
764,3.0105,0.0
765,3.0105,0.0
766,3.0105,0.0
767,3.0105,0.0
768,3.0105,0.0
769,3.0105,0.0
770,3.0105,0.0
771,3.0105,0.0
772,3.0105,0.0
773,3.0105,0.0
774,3.0105,0.0
775,3.0105,0.0
776,3.0105,0.0
777,3.0105,0.0
778,3.0105,0.0
779,3.0105,0.0
780,3.0105,0.0
781,3.0105,0.0
782,3.0105,0.0
783,3.0105,0.0
784,3.0105,0.0
785,3.0105,0.0
786,3.0105,0.0
787,3.0105,0.0
788,3.0105,0.0
789,3.0105,0.0
790,3.0105,0.0
791,3.0105,0.0
792,3.0105,0.0
793,3.0105,0.0
794,3.0105,0.0
795,3.0105,0.0
796,3.0105,0.0
797,3.0105,0.0
798,3.0105,0.0
799,3.0105,0.0
800,3.0105,0.0
801,3.0105,0.0
802,3.0105,0.0
803,3.0105,0.0
804,3.0105,0.0
805,3.0105,0.0
806,3.0105,0.0
807,3.0105,0.0
808,3.0105,0.0
809,3.0105,0.0
810,3.0105,0.0
811,3.0105,0.0
812,3.0105,0.0
813,3.0105,0.0
814,3.0105,0.0
815,3.0105,0.0
816,3.0105,0.0
817,3.0105,0.0
818,3.0105,0.0
819,3.0105,0.0
820,3.0105,0.0
821,3.0105,0.0
822,3.0105,0.0
823,3.0105,0.0
824,3.0105,0.0
825,3.0105,0.0
826,3.0105,0.0
827,3.0105,0.0
828,3.0105,0.0
829,3.0105,0.0
830,3.0105,0.0
831,3.0105,0.0
832,3.0105,0.0
833,3.0105,0.0
834,3.0105,0.0
835,3.0105,0.0
836,3.0105,0.0
837,3.0105,0.0
838,3.0105,0.0
839,3.0105,0.0
840,3.0105,0.0
841,3.0105,0.0
842,3.0105,0.0
843,3.0105,0.0
844,3.0105,0.0
845,3.0105,0.0
846,3.0105,0.0
847,3.0105,0.0
848,3.0105,0.0
849,3.0105,0.0
850,3.0105,0.0
851,3.0105,0.0
852,3.0105,0.0
853,3.0105,0.0
854,3.0105,0.0
855,3.0105,0.0
856,3.0105,0.0
857,3.0105,0.0
858,3.0105,0.0
859,3.0105,0.0
860,3.0105,0.0
861,3.0105,0.0
862,3.0105,0.0
863,3.0105,0.0
864,3.0105,0.0
865,3.0105,0.0
866,3.0105,0.0
867,3.0105,0.0
868,3.0105,0.0
869,3.0105,0.0
870,3.0105,0.0
871,3.0105,0.0
872,3.0105,0.0
873,3.0105,0.0
874,3.0105,0.0
875,3.0105,0.0
876,3.0105,0.0
877,3.0105,0.0
878,3.0105,0.0
879,3.0105,0.0
880,3.0105,0.0
881,3.0105,0.0
882,3.0105,0.0
883,3.0105,0.0
884,3.0105,0.0
885,3.0105,0.0
886,3.0105,0.0
887,3.0105,0.0
888,3.0105,0.0
889,3.0105,0.0
890,3.0105,0.0
891,3.0105,0.0
892,3.0105,0.0
893,3.0105,0.0
894,3.0105,0.0
895,3.0105,0.0
896,3.0105,0.0
897,3.0105,0.0
898,3.0105,0.0
899,3.0105,0.0
900,3.0105,0.0
901,3.0105,0.0
902,3.0105,0.0
903,3.0105,0.0
904,3.0105,0.0
905,3.0105,0.0
906,3.0105,0.0
907,3.0105,0.0
908,3.0105,0.0
909,3.0105,0.0
910,3.0105,0.0
911,3.0105,0.0
912,3.0105,0.0
913,3.0105,0.0
914,3.0105,0.0
915,3.0105,0.0
916,3.0105,0.0
917,3.0105,0.0
918,3.0105,0.0
919,3.0105,0.0
920,3.0105,0.0
921,3.0105,0.0
922,3.0105,0.0
923,3.0105,0.0
924,3.0105,0.0
925,3.0105,0.0
926,3.0105,0.0
927,3.0105,0.0
928,3.0105,0.0
929,3.0105,0.0
930,3.0105,0.0
931,3.0105,0.0
932,3.0105,0.0
933,3.0105,0.0
934,3.0105,0.0
935,3.0105,0.0
936,3.0105,0.0
937,3.0105,0.0
938,3.0105,0.0
939,3.0105,0.0
940,3.0105,0.0
941,3.0105,0.0
942,3.0105,0.0
943,3.0105,0.0
944,3.0105,0.0
945,3.0105,0.0
946,3.0105,0.0
947,3.0105,0.0
948,3.0105,0.0
949,3.0105,0.0
950,3.0105,0.0
951,3.0105,0.0
952,3.0105,0.0
953,3.0105,0.0
954,3.0105,0.0
955,3.0105,0.0
956,3.0105,0.0
957,3.0105,0.0
958,3.0105,0.0
959,3.0105,0.0
960,3.0105,0.0
961,3.0105,0.0
962,3.0105,0.0
963,3.0105,0.0
964,3.0105,0.0
965,3.0105,0.0
966,3.0105,0.0
967,3.0105,0.0
968,3.0105,0.0
969,3.0105,0.0
970,3.0105,0.0
971,3.0105,0.0
972,3.0105,0.0
973,3.0105,0.0
974,3.0105,0.0
975,3.0105,0.0
976,3.0105,0.0
977,3.0105,0.0
978,3.0105,0.0
979,3.0105,0.0
980,3.0105,0.0
981,3.0105,0.0
982,3.0105,0.0
983,3.0105,0.0
984,3.0105,0.0
985,3.0105,0.0
986,3.0105,0.0
987,3.0105,0.0
988,3.0105,0.0
989,3.0105,0.0
990,3.0105,0.0
991,3.0105,0.0
992,3.0105,0.0
993,3.0105,0.0
994,3.0105,0.0
995,3.0105,0.0
996,3.0105,0.0
997,3.0105,0.0
998,3.0105,0.0
999,3.0105,0.0
1000,3.0105,0.0
1001,3.0105,0.0
1002,3.0105,0.0
1003,3.0105,0.0
1004,3.0105,0.0
1005,3.0105,0.0
1006,3.0105,0.0
1007,3.0105,0.0
1008,3.0105,0.0
1009,3.159,0.0
1010,3.159,0.0
1011,3.159,0.0
1012,3.159,0.0
1013,3.159,0.0
1014,3.159,0.0
1015,3.159,0.0
1016,3.159,0.0
1017,3.159,0.0
1018,3.159,0.0
1019,3.159,0.0
1020,3.159,0.0
1021,3.159,0.0
1022,3.159,0.0
1023,3.159,0.0
1024,3.159,0.0
1025,3.159,0.0
1026,3.159,0.0
1027,3.159,0.0
1028,3.159,0.0
1029,3.159,0.0
1030,3.159,0.0
1031,3.159,0.0
1032,3.159,0.0
1033,3.159,0.0
1034,3.159,0.0
1035,3.159,0.0
1036,3.159,0.0
1037,3.159,0.0
1038,3.159,0.0
1039,3.159,0.0
1040,3.159,0.0
1041,3.159,0.0
1042,3.159,0.0
1043,3.159,0.0
1044,3.159,0.0
1045,3.159,0.0
1046,3.159,0.0
1047,3.159,0.0
1048,3.159,0.0
1049,3.159,0.0
1050,3.159,0.0
1051,3.159,0.0
1052,3.159,0.0
1053,3.159,0.0
1054,3.159,0.0
1055,3.159,0.0
1056,3.159,0.0
1057,3.159,0.0
1058,3.159,0.0
1059,3.159,0.0
1060,3.159,0.0
1061,3.159,0.0
1062,3.159,0.0
1063,3.159,0.0
1064,3.159,0.0
1065,3.159,0.0
1066,3.159,0.0
1067,3.159,0.0
1068,3.159,0.0
1069,3.159,0.0
1070,3.159,0.0
1071,3.159,0.0
1072,3.159,0.0
1073,3.159,0.0
1074,3.159,0.0
1075,3.159,0.0
1076,3.159,0.0
1077,3.159,0.0
1078,3.159,0.0
1079,3.159,0.0
1080,3.159,0.0
1081,3.159,0.0
1082,3.159,0.0
1083,3.159,0.0
1084,3.159,0.0
1085,3.159,0.0
1086,3.159,0.0
1087,3.159,0.0
1088,3.159,0.0
1089,3.159,0.0
1090,3.159,0.0
1091,3.159,0.0
1092,3.159,0.0
1093,3.159,0.0
1094,3.159,0.0
1095,3.159,0.0
1096,3.159,0.0
1097,3.159,0.0
1098,3.159,0.0
1099,3.159,0.0
1100,3.159,0.0
1101,3.159,0.0
1102,3.159,0.0
1103,3.159,0.0
1104,3.159,0.0
1105,3.159,0.0
1106,3.159,0.0
1107,3.159,0.0
1108,3.159,0.0
1109,3.159,0.0
1110,3.159,0.0
1111,3.159,0.0
1112,3.159,0.0
1113,3.159,0.0
1114,3.159,0.0
1115,3.159,0.0
1116,3.159,0.0
1117,3.159,0.0
1118,3.159,0.0
1119,3.159,0.0
1120,3.159,0.0
1121,3.159,0.0
1122,3.159,0.0
1123,3.159,0.0
1124,3.159,0.0
1125,3.159,0.0
1126,3.159,0.0
1127,3.159,0.0
1128,3.159,0.0
1129,3.159,0.0
1130,3.159,0.0
1131,3.159,0.0
1132,3.159,0.0
1133,3.159,0.0
1134,3.159,0.0
1135,3.159,0.0
1136,3.159,0.0
1137,3.159,0.0
1138,3.159,0.0
1139,3.159,0.0
1140,3.159,0.0
1141,3.159,0.0
1142,3.159,0.0
1143,3.159,0.0
1144,3.159,0.0
1145,3.159,0.0
1146,3.159,0.0
1147,3.159,0.0
1148,3.159,0.0
1149,3.159,0.0
1150,3.159,0.0
1151,3.159,0.0
1152,3.159,0.0
1153,3.159,0.0
1154,3.159,0.0
1155,3.159,0.0
1156,3.159,0.0
1157,3.159,0.0
1158,3.159,0.0
1159,3.159,0.0
1160,3.159,0.0
1161,3.159,0.0
1162,3.159,0.0
1163,3.159,0.0
1164,3.159,0.0
1165,3.159,0.0
1166,3.159,0.0
1167,3.159,0.0
1168,3.159,0.0
1169,3.159,0.0
1170,3.159,0.0
1171,3.159,0.0
1172,3.159,0.0
1173,3.159,0.0
1174,3.159,0.0
1175,3.159,0.0
1176,3.159,0.0
1177,3.159,0.0
1178,3.159,0.0
1179,3.159,0.0
1180,3.159,0.0
1181,3.159,0.0
1182,3.159,0.0
1183,3.159,0.0
1184,3.159,0.0
1185,3.159,0.0
1186,3.159,0.0
1187,3.159,0.0
1188,3.159,0.0
1189,3.159,0.0
1190,3.159,0.0
1191,3.159,0.0
1192,3.159,0.0
1193,3.159,0.0
1194,3.159,0.0
1195,3.159,0.0
1196,3.159,0.0
1197,3.159,0.0
1198,3.159,0.0
1199,3.159,0.0
1200,3.159,0.0
1201,3.159,0.0
1202,3.159,0.0
1203,3.159,0.0
1204,3.159,0.0
1205,3.159,0.0
1206,3.159,0.0
1207,3.159,0.0
1208,3.159,0.0
1209,3.159,0.0
1210,3.159,0.0
1211,3.159,0.0
1212,3.159,0.0
1213,3.159,0.0
1214,3.159,0.0
1215,3.159,0.0
1216,3.159,0.0
1217,3.159,0.0
1218,3.159,0.0
1219,3.159,0.0
1220,3.159,0.0
1221,3.159,0.0
1222,3.159,0.0
1223,3.159,0.0
1224,3.159,0.0
1225,3.159,0.0
1226,3.159,0.0
1227,3.159,0.0
1228,3.159,0.0
1229,3.159,0.0
1230,3.159,0.0
1231,3.159,0.0
1232,3.159,0.0
1233,3.159,0.0
1234,3.159,0.0
1235,3.159,0.0
1236,3.159,0.0
1237,3.159,0.0
1238,3.159,0.0
1239,3.159,0.0
1240,3.159,0.0
1241,3.159,0.0
1242,3.159,0.0
1243,3.159,0.0
1244,3.159,0.0
1245,3.159,0.0
1246,3.159,0.0
1247,3.159,0.0
1248,3.159,0.0
1249,3.159,0.0
1250,3.159,0.0
1251,3.159,0.0
1252,3.159,0.0
1253,3.159,0.0
1254,3.159,0.0
1255,3.159,0.0
1256,3.159,0.0
1257,3.159,0.0
1258,3.159,0.0
1259,3.159,0.0
1260,3.159,0.0
1261,3.159,0.0
1262,3.159,0.0
1263,3.159,0.0
1264,3.159,0.0
1265,3.159,0.0
1266,3.159,0.0
1267,3.159,0.0
1268,3.159,0.0
1269,3.159,0.0
1270,3.159,0.0
1271,3.159,0.0
1272,3.159,0.0
1273,3.159,0.0
1274,3.159,0.0
1275,3.159,0.0
1276,3.159,0.0
1277,3.159,0.0
1278,3.159,0.0
1279,3.159,0.0
1280,3.159,0.0
1281,3.159,0.0
1282,3.159,0.0
1283,3.159,0.0
1284,3.159,0.0
1285,3.159,0.0
1286,3.159,0.0
1287,3.159,0.0
1288,3.159,0.0
1289,3.159,0.0
1290,3.159,0.0
1291,3.159,0.0
1292,3.159,0.0
1293,3.159,0.0
1294,3.159,0.0
1295,3.159,0.0
1296,3.159,0.0
1297,3.159,0.0
1298,3.159,0.0
1299,3.159,0.0
1300,3.159,0.0
1301,3.159,0.0
1302,3.159,0.0
1303,3.159,0.0
1304,3.159,0.0
1305,3.159,0.0
1306,3.159,0.0
1307,3.159,0.0
1308,3.159,0.0
1309,3.159,0.0
1310,3.159,0.0
1311,3.159,0.0
1312,3.159,0.0
1313,3.159,0.0
1314,3.159,0.0
